entry_time,entry_price,exit_time,exit_price,pnl,return_pct
2024-04-11 16:00:00+00:00,0.97639000415802,2024-04-12 04:00:00+00:00,0.9742706843784877,-22.7027896677552,-0.0022704583255855498
2024-05-29 16:00:00+00:00,0.9875800013542176,2024-05-29 20:00:00+00:00,0.9858328742640359,-18.64624870849098,-0.001869010846140748
2024-06-04 12:00:00+00:00,0.9703699946403505,2024-06-04 16:00:00+00:00,0.967427854027067,-31.186531049666137,-0.003131826542970518
2024-06-10 04:00:00+00:00,0.9653499722480774,2024-06-10 08:00:00+00:00,0.9632599736962999,-22.483049911635277,-0.002264908180380478
2024-07-17 08:00:00+00:00,0.9726399779319764,2024-07-17 08:00:00+00:00,0.9708542866366251,-19.173224565367725,-0.0019358303702292278
2024-07-24 08:00:00+00:00,0.9641299843788148,2024-07-24 08:00:00+00:00,0.9623585513659887,-19.15011702835576,-0.0019372465018985022
2024-07-31 00:00:00+00:00,0.953980028629303,2024-07-31 08:00:00+00:00,0.9520028829574585,-21.43322430179715,-0.00217241950064883
2024-08-21 00:00:00+00:00,0.949840009212494,2024-08-21 12:00:00+00:00,0.9475078710487912,-25.15348560016735,-0.0025551730124824634
2024-08-27 16:00:00+00:00,0.941760003566742,2024-08-28 04:00:00+00:00,0.9397128394671848,-22.324544695057963,-0.0022736554255855315
2024-09-08 20:00:00+00:00,0.9351999759674072,2024-09-09 08:00:00+00:00,0.9373950034379959,22.01424253167404,0.0022470036095162747
2024-09-27 20:00:00+00:00,0.938409984111786,2024-09-30 08:00:00+00:00,0.9443650037050247,61.322396269180594,0.006245543997909593
2024-10-17 12:00:00+00:00,0.9377300143241882,2024-10-17 12:00:00+00:00,0.935891432421548,-20.358322704362703,-0.0020605749474384314
2024-11-12 12:00:00+00:00,0.9349300265312196,2024-11-13 12:00:00+00:00,0.9383699893951416,35.290057264523526,0.003579196055496411
2024-11-19 12:00:00+00:00,0.9330999851226808,2024-11-20 00:00:00+00:00,0.9356200098991394,25.731547388206735,0.0026005667296078215
2024-12-06 16:00:00+00:00,0.9265400171279908,2024-12-09 08:00:00+00:00,0.9300994962453842,37.117390946446754,0.0037414974827211867
2025-02-03 04:00:00+00:00,0.9371899962425232,2025-02-05 12:00:00+00:00,0.9396600127220154,25.24684852734208,0.0025354239680009313
2025-02-21 16:00:00+00:00,0.9404199719429016,2025-02-21 16:00:00+00:00,0.9384464153221677,-21.94857936407193,-0.0021984857848411834
2025-03-26 20:00:00+00:00,0.9509199857711792,2025-03-26 20:00:00+00:00,0.9487892857619696,-23.314055327435657,-0.00234056020074204
2025-04-04 08:00:00+00:00,0.9410200119018556,2025-04-04 08:00:00+00:00,0.936603558915002,-47.63363912073027,-0.004793026830830892
2025-04-30 16:00:00+00:00,0.933650016784668,2025-05-01 12:00:00+00:00,0.9391089975833893,56.83507678889483,0.005746631769450677
2025-05-05 20:00:00+00:00,0.9305099844932556,2025-05-06 08:00:00+00:00,0.934985998272896,46.851479701566866,0.004710039713210492
2025-07-01 08:00:00+00:00,0.9314900040626526,2025-07-03 08:00:00+00:00,0.9338899850845336,24.74871328858316,0.0024763679828693863
2025-07-09 00:00:00+00:00,0.9331300258636476,2025-07-09 08:00:00+00:00,0.9312364118439812,-21.33261885124113,-0.002129212742578809
2025-07-31 20:00:00+00:00,0.9270200133323668,2025-08-01 04:00:00+00:00,0.9301689982414245,32.95725694423748,0.0032967200432848084
2025-08-20 16:00:00+00:00,0.9369000196456908,2025-08-22 20:00:00+00:00,0.939050018787384,22.013694755394457,0.0021946863023325452
2025-08-27 16:00:00+00:00,0.9331899881362916,2025-08-28 16:00:00+00:00,0.935670018196106,25.70831580490946,0.0025574503475590477
2025-09-08 12:00:00+00:00,0.933210015296936,2025-09-08 12:00:00+00:00,0.9314700322491782,-19.796910924408987,-0.0019644206771095916
2025-09-17 12:00:00+00:00,0.931410014629364,2025-09-18 12:00:00+00:00,0.933831998705864,25.147868617022723,0.002500211442068163
2025-10-06 08:00:00+00:00,0.9318299889564514,2025-10-07 00:00:00+00:00,0.9302435389586857,-18.17445030810105,-0.00180242500677867
2025-10-16 04:00:00+00:00,0.9269800186157228,2025-10-16 08:00:00+00:00,0.9296269983053207,27.732953520167868,0.0027553445462243477
2025-11-11 12:00:00+00:00,0.9278900027275084,2025-11-11 12:00:00+00:00,0.926395731312888,-17.2616434732844,-0.001710316628757231
2025-12-11 04:00:00+00:00,0.9340199828147888,2025-12-11 08:00:00+00:00,0.9323850018637521,-18.64318504731987,-0.0018503899617460132
2025-12-18 16:00:00+00:00,0.9309399724006652,2025-12-23 00:00:00+00:00,0.9310700297355652,0.39924468627095955,3.9698407941182176e-05
2026-01-02 20:00:00+00:00,0.9284899830818176,2026-01-05 00:00:00+00:00,0.9271735634122575,-15.264485237456055,-0.001517736187317146
2026-01-05 04:00:00+00:00,0.9280499815940856,2026-01-05 08:00:00+00:00,0.9300065010786056,20.16619588204113,0.0020080994529898815
2026-01-19 16:00:00+00:00,0.9277499914169312,2026-01-20 08:00:00+00:00,0.9260400193078177,-19.551667818261052,-0.0019430467543271822
2026-01-26 04:00:00+00:00,0.921750009059906,2026-01-26 08:00:00+00:00,0.9196685765470778,-23.680320001772845,-0.0023580183571956567
