Date,Open,High,Low,Close,Volume
2021-02-01 00:00:00-05:00,13.016644788412517,13.233534581974757,12.866566542246508,13.19987964630127,217204000.0
2021-02-02 00:00:00-05:00,13.3611770550748,13.533940468097438,13.248243904367374,13.518733978271484,220440000.0
2021-02-03 00:00:00-05:00,13.597759985933012,13.89268122482267,13.478595893291107,13.49255657196045,245408000.0
2021-02-04 00:00:00-05:00,13.493053287958364,13.635153579480152,13.300345542291058,13.625929832458496,201340000.0
2021-02-05 00:00:00-05:00,13.686511005543283,13.698726599293336,13.507762965833473,13.552886009216309,169152000.0
2021-02-08 00:00:00-05:00,13.688754280440907,14.433160858990226,13.688754280440907,14.398259162902832,434624000.0
2021-02-09 00:00:00-05:00,14.300533397758027,14.542353649548263,14.182615117513894,14.223251342773438,287560000.0
2021-02-10 00:00:00-05:00,14.422690490908412,14.863201253824297,14.301282039333971,14.722846031188965,485352000.0
2021-02-11 00:00:00-05:00,14.938240455389991,15.229421401855387,14.883145228492026,15.20798110961914,450828000.0
2021-02-12 00:00:00-05:00,15.007796320212169,15.248369834422629,14.733566916671759,14.919295310974121,374756000.0
2021-02-16 00:00:00-05:00,15.02200431508525,15.329390295174722,14.908074531360281,15.28725814819336,321960000.0
2021-02-17 00:00:00-05:00,15.128456867917356,15.180810369685322,14.738553519197914,14.864200592041016,274756000.0
2021-02-18 00:00:00-05:00,14.687693659586431,14.831539037044887,14.534125260124792,14.787413597106934,233868000.0
2021-02-19 00:00:00-05:00,14.982364478127137,15.134436952105299,14.80511333378198,14.884639739990234,271724000.0
2021-02-22 00:00:00-05:00,14.7333173121364,15.090812459281109,14.284828587536415,14.315492630004883,325884000.0
2021-02-23 00:00:00-05:00,14.035779263801077,14.198821553836638,13.351952265234438,14.10234260559082,391780000.0
2021-02-24 00:00:00-05:00,14.083145503096832,14.466068467380678,13.717423274073871,14.45833969116211,448320000.0
2021-02-25 00:00:00-05:00,14.006113004928865,14.334440047309721,13.17918902800684,13.270182609558105,824436000.0
2021-02-26 00:00:00-05:00,13.713933240960111,13.815647436688753,13.323531609545643,13.676040649414062,500932000.0
2021-03-01 00:00:00-05:00,13.836089349362865,13.885949321001982,13.515241967729919,13.802932739257812,353184000.0
2021-03-02 00:00:00-05:00,13.861021202997064,13.881463899435085,13.358434810228255,13.368656158447266,264116000.0
2021-03-03 00:00:00-05:00,13.388596869935437,13.413775539590153,12.762856145628557,12.768839836120605,377592000.0
2021-03-04 00:00:00-05:00,12.764853610702268,12.938615575725441,12.04986423160692,12.33556079864502,573344000.0
2021-03-05 00:00:00-05:00,12.514806524253467,12.514806524253467,11.646497921681421,12.426554679870605,542840000.0
2021-03-08 00:00:00-05:00,12.415085459306246,12.43627563829937,11.534063017322843,11.560738563537598,543112000.0
2021-03-09 00:00:00-05:00,12.100406741885838,12.585709625677136,12.029581319455215,12.489447593688965,521824000.0
2021-03-10 00:00:00-05:00,12.808912065236347,12.948068558380744,12.426854829102174,12.437578201293945,384376000.0
2021-03-11 00:00:00-05:00,12.918141567568973,13.014155316080448,12.703171840009764,12.96153450012207,299916000.0
2021-03-12 00:00:00-05:00,12.617134005807182,12.857042807221505,12.559027830206189,12.824373245239258,243964000.0
2021-03-15 00:00:00-04:00,12.833099637107122,13.174258245322083,12.73583966195434,13.158796310424805,221988000.0
2021-03-16 00:00:00-04:00,13.323639558080519,13.479255898576616,13.0844794904959,13.258550643920898,272128000.0
2021-03-17 00:00:00-04:00,13.00767018394586,13.4201527389685,12.957543753879627,13.308428764343262,243864000.0
2021-03-18 00:00:00-04:00,13.104183238028991,13.151566040742917,12.685714900401814,12.691201210021973,293896000.0
2021-03-19 00:00:00-04:00,12.718632702400825,12.889710986982735,12.581471167444477,12.814146995544434,299208000.0
2021-03-22 00:00:00-04:00,12.880984776838993,13.361549203796526,12.87499901936367,13.15381145477295,297804000.0
2021-03-23 00:00:00-04:00,13.2216411794173,13.311669159623857,12.98921460896582,13.038593292236328,222048000.0
2021-03-24 00:00:00-04:00,13.118895409337917,13.126876100797682,12.605661508156414,12.611895561218262,245840000.0
2021-03-25 00:00:00-04:00,12.468751160231504,12.683471654533125,12.241810854541152,12.504412651062012,295144000.0
2021-03-26 00:00:00-04:00,12.523615375554263,12.824623248846297,12.34306088171137,12.80766487121582,363968000.0
2021-03-29 00:00:00-04:00,12.788711716238293,13.030366222137898,12.668757782645448,12.916397094726562,273520000.0
2021-03-30 00:00:00-04:00,12.810408344776906,12.943330782149033,12.673745284717413,12.84008502960205,200204000.0
2021-03-31 00:00:00-04:00,12.983481725827332,13.437362342286544,12.950562913977166,13.315413475036621,314776000.0
2021-04-01 00:00:00-04:00,13.5388611010894,13.835878123071739,13.47801034601489,13.777771949768066,308276000.0
2021-04-05 00:00:00-04:00,13.833385984222154,13.979525226057607,13.699216354541514,13.95309066772461,255672000.0
2021-04-06 00:00:00-04:00,13.96531045972212,14.019676015663661,13.739617343870526,13.827400207519531,191744000.0
2021-04-07 00:00:00-04:00,13.846602230892788,14.208459897547266,13.677769060228261,14.1087064743042,251284000.0
2021-04-08 00:00:00-04:00,14.217686408200958,14.435898249089426,14.2139448346701,14.281778335571289,244416000.0
2021-04-09 00:00:00-04:00,14.179032137087,14.372555124634204,14.140128521718337,14.364574432373047,195172000.0
2021-04-12 00:00:00-04:00,14.25459244697287,15.314727583018188,14.104462431417547,15.17158031463623,869324000.0
2021-04-13 00:00:00-04:00,15.194028535206293,15.661376111521582,15.088538607928012,15.640926361083984,676212000.0
2021-04-14 00:00:00-04:00,15.586559550551417,15.681824594913762,15.190037437532265,15.239416122436523,385500000.0
2021-04-15 00:00:00-04:00,15.623974323412533,16.174367331158408,15.593050439112094,16.097557067871094,598480000.0
2021-04-16 00:00:00-04:00,16.01350839262557,16.125982027135557,15.826220403097025,15.8733549118042,335208000.0
2021-04-19 00:00:00-04:00,15.498278823834138,15.768612048726274,15.195525285421995,15.323958396911621,404420000.0
2021-04-20 00:00:00-04:00,15.285554809346268,15.458877310360409,14.92619149941932,15.133929252624512,334132000.0
2021-04-21 00:00:00-04:00,15.081554081407855,15.324704972178079,15.065095154602076,15.322710037231445,216776000.0
2021-04-22 00:00:00-04:00,15.337175698398932,15.400519884321316,14.747130576116172,14.813716888427734,277788000.0
2021-04-23 00:00:00-04:00,14.897508513089308,15.297272744454006,14.863592715745595,15.227694511413574,227500000.0
2021-04-26 00:00:00-04:00,15.147643871309407,15.440920276031514,15.087791058443576,15.439922332763672,197796000.0
2021-04-27 00:00:00-04:00,15.540172992599263,15.631946658407013,15.316724108516395,15.343907356262207,164572000.0
2021-04-28 00:00:00-04:00,15.32669985478842,15.494037509046763,15.178066261499001,15.239165306091309,209416000.0
2021-04-29 00:00:00-04:00,15.36211192586429,15.398522104278095,15.03442032014005,15.287047386169434,173196000.0
2021-04-30 00:00:00-04:00,15.137170190038917,15.327200854865179,14.960106128775966,14.972575187683105,201912000.0
2021-05-03 00:00:00-04:00,15.087789925219155,15.209240277723236,14.75112061320419,14.800249099731445,203912000.0
2021-05-04 00:00:00-04:00,14.60123939851099,14.601488646469987,13.975782087903074,14.315942764282227,405324000.0
2021-05-05 00:00:00-04:00,14.672815161485438,14.77705885779142,14.35210623381281,14.422931671142578,292024000.0
2021-05-06 00:00:00-04:00,14.459588610408613,14.53540184870253,14.18302136153679,14.48727035522461,193380000.0
2021-05-07 00:00:00-04:00,14.771821324795141,14.933920995149085,14.635656764528989,14.775811195373535,229328000.0
2021-05-10 00:00:00-04:00,14.75086943036998,14.769573491196601,14.214941626367438,14.230652809143066,268904000.0
2021-05-11 00:00:00-04:00,13.790989321233113,14.319435968974824,13.716174016861329,14.271055221557617,285584000.0
2021-05-12 00:00:00-04:00,13.975035218815083,14.225168896948256,13.675524752489777,13.724653244018555,303408000.0
2021-05-13 00:00:00-04:00,13.999226037710349,14.046111298805778,13.42588999722822,13.631632804870605,285404000.0
2021-05-14 00:00:00-04:00,13.85582887340321,14.292751054175579,13.714676512622503,14.20796012878418,258616000.0
2021-05-17 00:00:00-04:00,14.12217419191544,14.134394004353096,13.819421560558128,14.130653381347656,216980000.0
2021-05-18 00:00:00-04:00,14.231902003595811,14.368814302100715,13.96954852184947,13.981269836425781,186256000.0
2021-05-19 00:00:00-04:00,13.533125715779056,14.04486420754391,13.50993328439384,14.031147956848145,344000000.0
2021-05-20 00:00:00-04:00,14.267314594726596,14.647627072883193,14.23539372799806,14.576552391052246,321592000.0
2021-05-21 00:00:00-04:00,15.126444143548222,15.184551264267617,14.83291851571383,14.954867362976074,672992000.0
2021-05-24 00:00:00-04:00,15.17507511104745,15.706265365867367,15.13866492809838,15.573593139648438,554816000.0
2021-05-25 00:00:00-04:00,15.72721574516599,15.77958636788166,15.44441343117309,15.609256744384766,435408000.0
2021-05-26 00:00:00-04:00,15.695541043507959,15.754894404271841,15.547905385492475,15.661375045776367,370440000.0
2021-05-27 00:00:00-04:00,15.661125902008596,15.711252331770046,15.421965818952483,15.449896812438965,581476000.0
2021-05-28 00:00:00-04:00,15.462870342481201,16.237460021510813,15.462870342481201,16.204540252685547,644536000.0
