Datetime,Open,High,Low,Close,Volume
2026-01-26 00:00:00+00:00,0.9226499795913696,0.9227200150489807,0.9224600195884705,0.9226400256156921,0.0
2026-01-26 00:01:00+00:00,0.922569990158081,0.9230200052261353,0.9224799871444702,0.9228299856185913,0.0
2026-01-26 00:02:00+00:00,0.9228799939155579,0.9229400157928467,0.9223799705505371,0.922540009021759,0.0
2026-01-26 00:03:00+00:00,0.9226400256156921,0.9227200150489807,0.9220100045204163,0.9225299954414368,0.0
2026-01-26 00:04:00+00:00,0.9225900173187256,0.9226400256156921,0.9222300052642822,0.9225000143051147,0.0
2026-01-26 00:05:00+00:00,0.9225000143051147,0.9227399826049805,0.9222300052642822,0.9226499795913696,0.0
2026-01-26 00:06:00+00:00,0.9226099848747253,0.9227200150489807,0.922469973564148,0.9225599765777588,0.0
2026-01-26 00:07:00+00:00,0.9226199984550476,0.9226999878883362,0.9222300052642822,0.9226899743080139,0.0
2026-01-26 00:08:00+00:00,0.9226300120353699,0.9229000210762024,0.9225800037384033,0.9228399991989136,0.0
2026-01-26 00:09:00+00:00,0.9228100180625916,0.9228600263595581,0.9222800135612488,0.9226800203323364,0.0
2026-01-26 00:10:00+00:00,0.9226999878883362,0.9229000210762024,0.9226599931716919,0.9228699803352356,0.0
2026-01-26 00:11:00+00:00,0.922819972038269,0.9229000210762024,0.9224200248718262,0.9227700233459473,0.0
2026-01-26 00:12:00+00:00,0.9228100180625916,0.9229199886322021,0.9227399826049805,0.9228000044822693,0.0
2026-01-26 00:13:00+00:00,0.922789990901947,0.9229699969291687,0.9223700165748596,0.922760009765625,0.0
2026-01-26 00:14:00+00:00,0.9227499961853027,0.9229000210762024,0.9227200150489807,0.9228100180625916,0.0
2026-01-26 00:15:00+00:00,0.9228100180625916,0.9229999780654907,0.922569990158081,0.9229300022125244,0.0
2026-01-26 00:16:00+00:00,0.9229000210762024,0.9229199886322021,0.9227200150489807,0.9228299856185913,0.0
2026-01-26 00:17:00+00:00,0.9228799939155579,0.9229199886322021,0.9223700165748596,0.922789990901947,0.0
2026-01-26 00:18:00+00:00,0.9227200150489807,0.9229400157928467,0.9227200150489807,0.9228399991989136,0.0
2026-01-26 00:19:00+00:00,0.9228500127792358,0.9230599999427795,0.9225500226020813,0.922980010509491,0.0
2026-01-26 00:20:00+00:00,0.9229699969291687,0.9230200052261353,0.9228399991989136,0.9229300022125244,0.0
2026-01-26 00:21:00+00:00,0.9229300022125244,0.9230300188064575,0.9224799871444702,0.9229900240898132,0.0
2026-01-26 00:22:00+00:00,0.9229300022125244,0.9231299757957458,0.9228900074958801,0.923039972782135,0.0
2026-01-26 00:23:00+00:00,0.9229999780654907,0.9232000112533569,0.9226899743080139,0.9231200218200684,0.0
2026-01-26 00:24:00+00:00,0.9231100082397461,0.9231699705123901,0.9229099750518799,0.9229699969291687,0.0
2026-01-26 00:25:00+00:00,0.9229400157928467,0.922980010509491,0.9224600195884705,0.9228399991989136,0.0
2026-01-26 00:26:00+00:00,0.9228799939155579,0.923039972782135,0.9228000044822693,0.922950029373169,0.0
2026-01-26 00:27:00+00:00,0.922950029373169,0.9230300188064575,0.9225599765777588,0.9229900240898132,0.0
2026-01-26 00:28:00+00:00,0.9229999780654907,0.9230700135231018,0.922950029373169,0.9229699969291687,0.0
2026-01-26 00:29:00+00:00,0.9229699969291687,0.9230800271034241,0.9225900173187256,0.922980010509491,0.0
2026-01-26 00:30:00+00:00,0.9229599833488464,0.9230300188064575,0.9228500127792358,0.9228600263595581,0.0
2026-01-26 00:31:00+00:00,0.9228699803352356,0.9229099750518799,0.9223799705505371,0.9228000044822693,0.0
2026-01-26 00:32:00+00:00,0.9228299856185913,0.9228699803352356,0.9225500226020813,0.9225599765777588,0.0
2026-01-26 00:33:00+00:00,0.9225599765777588,0.9226199984550476,0.922029972076416,0.9224600195884705,0.0
2026-01-26 00:34:00+00:00,0.9224200248718262,0.9225299954414368,0.9224200248718262,0.9224399924278259,0.0
2026-01-26 00:35:00+00:00,0.9224500060081482,0.9225000143051147,0.922029972076416,0.922469973564148,0.0
2026-01-26 00:36:00+00:00,0.9224500060081482,0.9225199818611145,0.9224299788475037,0.9224399924278259,0.0
2026-01-26 00:37:00+00:00,0.9224399924278259,0.9226099848747253,0.9220399856567383,0.9224799871444702,0.0
2026-01-26 00:38:00+00:00,0.9224799871444702,0.9226099848747253,0.922469973564148,0.922540009021759,0.0
2026-01-26 00:39:00+00:00,0.9224900007247925,0.9225900173187256,0.9220100045204163,0.922469973564148,0.0
2026-01-26 00:40:00+00:00,0.9224299788475037,0.9225000143051147,0.9222699999809265,0.9222699999809265,0.0
2026-01-26 00:41:00+00:00,0.9222800135612488,0.9223200082778931,0.9216799736022949,0.9221600294113159,0.0
2026-01-26 00:42:00+00:00,0.9221500158309937,0.92221999168396,0.9221100211143494,0.9221500158309937,0.0
2026-01-26 00:43:00+00:00,0.9221500158309937,0.9222000241279602,0.9216499924659729,0.9220600128173828,0.0
2026-01-26 00:44:00+00:00,0.9220700263977051,0.9222000241279602,0.922029972076416,0.9220700263977051,0.0
2026-01-26 00:45:00+00:00,0.9220700263977051,0.9222999811172485,0.921720027923584,0.9221799969673157,0.0
2026-01-26 00:46:00+00:00,0.9221400022506714,0.9224399924278259,0.9221299886703491,0.9224299788475037,0.0
2026-01-26 00:47:00+00:00,0.9224299788475037,0.922540009021759,0.9220100045204163,0.9224900007247925,0.0
2026-01-26 00:48:00+00:00,0.9224799871444702,0.9225500226020813,0.9223899841308594,0.9224299788475037,0.0
2026-01-26 00:49:00+00:00,0.9224299788475037,0.9225500226020813,0.9220200181007385,0.922469973564148,0.0
2026-01-26 00:50:00+00:00,0.922469973564148,0.9225999712944031,0.922469973564148,0.922569990158081,0.0
2026-01-26 00:51:00+00:00,0.9225500226020813,0.922569990158081,0.9219800233840942,0.9223799705505371,0.0
2026-01-26 00:52:00+00:00,0.9223799705505371,0.9224399924278259,0.92221999168396,0.9222599864006042,0.0
2026-01-26 00:53:00+00:00,0.9222300052642822,0.9222400188446045,0.9217000007629395,0.9220799803733826,0.0
2026-01-26 00:54:00+00:00,0.9221699833869934,0.9223399758338928,0.9220600128173828,0.9221199750900269,0.0
2026-01-26 00:55:00+00:00,0.9220799803733826,0.9223999977111816,0.9218299984931946,0.9222099781036377,0.0
2026-01-26 00:56:00+00:00,0.9222099781036377,0.9222699999809265,0.9221100211143494,0.9221199750900269,0.0
2026-01-26 00:57:00+00:00,0.9221500158309937,0.9222999811172485,0.9217000007629395,0.9221199750900269,0.0
2026-01-26 00:58:00+00:00,0.9221199750900269,0.9221699833869934,0.9218699932098389,0.9218800067901611,0.0
2026-01-26 00:59:00+00:00,0.9218800067901611,0.9220499992370605,0.9215700030326843,0.9220100045204163,0.0
2026-01-26 01:00:00+00:00,0.9220100045204163,0.9220799803733826,0.9215999841690063,0.9217900037765503,0.0
2026-01-26 01:01:00+00:00,0.9217600226402283,0.9218500256538391,0.9213500022888184,0.9218000173568726,0.0
2026-01-26 01:02:00+00:00,0.9217600226402283,0.9218299984931946,0.921720027923584,0.9217699766159058,0.0
2026-01-26 01:03:00+00:00,0.9217600226402283,0.9220100045204163,0.92153000831604,0.9219300150871277,0.0
